customer_id,last_order_date,frequency,monetary,recency,future_orders,future_sales,churn
BD-11500,2026-01-26,5,4041.264,158,1.0,369.97900000000004,0
BD-11560,2026-03-27,2,320.54,98,0.0,0.0,1
BD-11605,2025-12-30,8,3079.0469999999996,185,1.0,253.82399999999998,0
BD-11620,2025-12-31,5,956.04,184,1.0,582.07,0
BD-11635,2024-12-05,2,511.646,575,1.0,71.0,0
BD-11725,2026-05-30,4,1341.55,34,2.0,184.95,0
BD-11770,2026-02-06,6,658.466,147,0.0,0.0,1
BE-11335,2026-03-23,3,314.75600000000003,102,2.0,3889.92,0
BE-11410,2026-01-21,4,2009.7980000000002,163,1.0,251.64,0
BE-11455,2026-04-20,6,1727.652,74,0.0,0.0,1
BF-10975,2025-11-20,6,579.134,225,1.0,20.664,0
BF-11005,2025-07-28,3,594.144,340,1.0,739.7360000000001,0
BF-11020,2026-04-01,5,2149.124,93,3.0,739.3820000000001,0
BF-11080,2023-11-28,1,14.669999999999998,948,2.0,258.28,0
BF-11170,2026-03-06,11,5907.97,119,2.0,2522.174,0
BF-11215,2026-03-13,3,1529.5459999999998,112,1.0,55.616,0
BF-11275,2023-03-22,1,388.70399999999995,1199,2.0,403.28599999999994,0
BG-11035,2025-11-17,5,2100.712,228,3.0,698.236,0
BG-11695,2025-12-27,4,1811.5539999999999,188,2.0,62.618,0
BG-11740,2026-04-17,5,519.988,77,1.0,486.36800000000005,0
BG-18435,2025-12-15,3,433.76,200,2.0,176.11999999999998,0
BH-11710,2026-05-18,7,5882.711,46,1.0,372.64,0
BK-11260,2025-11-11,4,590.818,234,2.0,68.32,0
BM-11140,2026-02-26,4,11789.629999999997,127,0.0,0.0,1
BM-11575,2026-05-18,5,792.652,46,1.0,15.51,0
BM-11650,2026-05-13,8,4087.911,51,3.0,3206.2740000000003,0
BM-11785,2026-05-26,10,1338.842,38,0.0,0.0,1
BN-11470,2026-03-14,3,254.616,111,1.0,10.68,0
BN-11515,2025-05-19,3,1331.934,410,2.0,127.41000000000001,0
BO-11350,2026-05-03,4,2632.328,61,1.0,50.4,0
BO-11425,2024-09-10,1,6.08,661,1.0,124.75,0
BP-11050,2026-03-18,4,940.66,107,1.0,42.76,0
BP-11095,2026-04-15,10,2058.092,79,4.0,1292.7820000000002,0
BP-11155,2026-03-30,4,1629.901,95,2.0,67.96,0
BP-11185,2025-12-23,5,1964.4569999999999,192,4.0,1711.404,0
BP-11230,2025-12-15,4,1110.51,200,1.0,70.98,0
BP-11290,2026-01-09,5,1806.4570000000003,175,2.0,668.6999999999999,0
BS-11365,2025-06-20,5,10501.653,378,0.0,0.0,1
BS-11380,2026-03-12,3,845.9159999999999,113,2.0,3041.918,0
BS-11590,2025-09-17,5,1752.9679999999998,289,1.0,701.96,0
BS-11665,2025-05-27,3,3288.1100000000006,402,0.0,0.0,1
BS-11755,2026-04-10,5,2287.538,84,2.0,274.844,0
BS-11800,2026-04-09,2,949.4300000000001,85,0.0,0.0,1
BT-11305,2026-01-28,5,2567.656,156,0.0,0.0,1
BT-11395,2026-03-03,6,2186.6130000000003,122,0.0,0.0,1
BT-11440,2025-06-18,4,603.876,380,0.0,0.0,1
BT-11485,2025-03-11,2,415.19599999999997,479,0.0,0.0,1
BT-11530,2026-02-26,4,2524.512,127,1.0,159.98,0
BT-11680,2025-04-21,5,3095.3920000000003,438,2.0,101.36,0
BV-11245,2026-01-30,5,1523.273,154,0.0,0.0,1
BW-11065,2026-06-01,3,385.516,32,0.0,0.0,1
BW-11110,2026-05-27,7,4031.06,37,1.0,719.2980000000001,0
BW-11200,2026-06-10,6,1738.4060000000002,23,0.0,0.0,1
CA-11965,2026-01-26,5,3765.2748,158,1.0,24.448,0
CA-12055,2025-11-24,5,1679.7240000000002,221,0.0,0.0,1
CA-12265,2026-07-03,5,1667.48,0,4.0,980.8072,0
CA-12310,2025-01-03,2,831.87,546,2.0,590.084,0
CA-12775,2026-05-12,6,2543.306,52,1.0,498.2600000000001,0
CB-12025,2026-02-05,6,5279.671,148,4.0,796.468,0
CB-12415,2026-02-24,6,1740.8120000000001,129,2.0,208.38799999999998,0
CB-12535,2026-06-16,8,4246.4555,17,0.0,0.0,1
CC-12100,2025-09-29,6,1770.9450000000002,277,0.0,0.0,1
CC-12145,2025-08-26,6,2439.906,311,1.0,31.744,0
CC-12220,2026-06-26,10,3120.998,7,2.0,792.42,0
CC-12370,2025-08-15,3,11901.184,322,2.0,227.88799999999998,0
CC-12430,2026-05-20,9,3894.8520000000003,44,3.0,712.1,0
CC-12475,2025-11-07,5,858.8360000000001,238,4.0,800.6020000000001,0
CC-12550,2026-06-15,1,47.976,18,2.0,65.856,0
CC-12610,2025-10-10,6,2275.223,266,1.0,265.408,0
CC-12670,2026-06-18,6,2010.2615000000003,15,1.0,259.44,0
CC-12685,2024-10-23,4,2854.1150000000002,618,0.0,0.0,1
CD-11920,2026-05-26,4,474.3,38,1.0,1559.6680000000001,0
CD-11980,2026-03-18,2,320.806,107,1.0,318.96,0
CD-12790,2025-11-26,5,1860.732,219,0.0,0.0,1
CG-12040,2026-03-19,5,886.2280000000001,106,1.0,18.24,0
CG-12520,2026-01-26,3,1148.78,158,0.0,0.0,1
CH-12070,2025-02-08,3,1537.236,510,0.0,0.0,1
CJ-11875,2025-12-30,1,16.520000000000003,185,0.0,0.0,1
CJ-12010,2026-06-24,8,11164.974,9,0.0,0.0,1
CK-12205,2026-05-12,10,1663.833,52,3.0,1491.022,0
CK-12325,2026-02-17,4,2937.741,136,1.0,7.58,0
CK-12595,2026-02-23,9,1549.762,130,2.0,822.988,0
CK-12760,2026-03-28,8,863.014,97,1.0,719.095,0
CL-11890,2026-06-10,3,180.324,23,1.0,1081.69,0
CL-12565,2026-03-21,12,10880.546,104,0.0,0.0,1
CL-12700,2026-04-14,4,2335.5860000000002,80,1.0,18.0,0
CM-11815,2026-05-28,5,679.424,36,1.0,994.464,0
CM-11935,2025-01-22,2,565.392,527,0.0,0.0,1
CM-12115,2026-03-31,2,800.0400000000001,94,2.0,861.5699999999999,0
CM-12160,2025-12-17,2,2101.68,198,4.0,431.634,0
CM-12190,2024-11-09,3,533.152,601,3.0,941.992,0
CM-12235,2025-12-10,5,2305.7120000000004,205,0.0,0.0,1
CM-12385,2026-01-03,3,8713.652,181,1.0,240.368,0
CM-12445,2025-10-20,3,287.99,256,0.0,0.0,1
CM-12655,2025-11-13,4,4112.7076,232,2.0,2226.8500000000004,0
CM-12715,2024-03-01,4,3984.4524,854,0.0,0.0,1
CP-12085,2026-01-13,6,5278.325999999999,171,2.0,123.92800000000001,0
CP-12340,2026-04-24,7,5875.147,70,1.0,13.128,0
CR-12580,2025-11-24,3,275.918,221,1.0,1872.9339999999995,0
CR-12625,2025-09-16,3,475.90000000000003,290,0.0,0.0,1
CR-12730,2025-08-22,3,695.6500000000001,315,1.0,904.9,0
CR-12820,2026-02-17,2,715.9624,136,1.0,681.9100000000001,0
CS-11845,2026-02-11,4,1095.364,142,1.0,183.59,0
CS-11860,2026-06-02,4,516.336,31,2.0,21.296,0
CS-11950,2026-05-07,8,2894.953,57,3.0,141.594,0
CS-12130,2025-08-28,4,884.6400000000001,309,0.0,0.0,1
CS-12175,2026-05-12,5,844.4580000000001,52,0.0,0.0,1
CS-12250,2026-01-23,9,2311.936,161,3.0,442.28000000000003,0
CS-12355,2026-06-16,7,2389.7,17,4.0,812.462,0
CS-12400,2026-04-07,5,3089.4185,87,4.0,562.4399999999999,0
CS-12460,2026-07-03,1,311.96000000000004,0,1.0,238.68400000000003,0
CS-12490,2025-11-01,4,1077.2285,244,0.0,0.0,1
CS-12505,2025-11-25,5,5521.955000000001,220,1.0,168.1,0
CT-11995,2026-06-29,10,4225.388,4,1.0,278.23,0
CV-12295,2026-04-20,5,2830.628,74,0.0,0.0,1
CV-12805,2026-06-01,7,2316.5456,32,2.0,53.768,0
CW-11905,2026-05-13,5,543.852,51,1.0,592.74,0
CY-12745,2025-09-03,5,1467.5020000000002,303,3.0,1432.5240000000001,0
Co-12640,2025-06-29,5,1300.076,369,0.0,0.0,1
DA-13450,2026-01-12,4,156.76,172,0.0,0.0,1
DB-12910,2026-03-31,5,1793.022,94,3.0,378.577,0
DB-12970,2026-05-03,5,2839.2272000000003,61,0.0,0.0,1
DB-13060,2026-02-26,5,3750.494,127,2.0,781.152,0
DB-13120,2026-01-12,6,2962.534,172,1.0,10.56,0
DB-13210,2025-11-30,7,1540.907,215,3.0,791.6700000000001,0
DB-13270,2026-06-19,7,3834.383,14,1.0,821.5140000000001,0
DB-13360,2026-04-10,5,1081.466,84,0.0,0.0,1
DB-13405,2026-06-26,7,3073.244,7,1.0,601.44,0
DB-13555,2026-05-06,5,2882.5708,58,2.0,1026.232,0
DB-13615,2026-05-06,5,1880.846,58,2.0,108.20400000000001,0
DB-13660,2026-03-25,5,257.426,100,2.0,897.7760000000001,0
DC-12850,2026-06-22,6,892.3700000000001,11,3.0,2443.7980000000002,0
DC-13285,2025-11-10,3,784.572,235,2.0,390.046,0
DD-13570,2026-05-02,4,241.178,62,2.0,28.363999999999997,0
DE-13255,2025-01-11,5,2550.874,538,0.0,0.0,1
DF-13135,2025-01-30,3,2390.534,519,0.0,0.0,1
DG-13300,2025-08-22,4,1135.968,315,1.0,2059.85,0
DH-13075,2026-03-28,6,4932.871999999999,97,0.0,0.0,1
DH-13675,2024-11-15,4,1043.096,595,0.0,0.0,1
DJ-13420,2025-04-02,4,2012.52,457,0.0,0.0,1
DJ-13510,2026-05-08,5,2332.204,56,3.0,169.48399999999998,0
DJ-13630,2025-11-19,2,467.88,226,1.0,2888.518,0
DK-12835,2026-04-24,8,1694.7359999999999,70,4.0,1561.7440000000001,0
DK-12895,2024-09-25,2,2660.624,646,3.0,1621.5520000000001,0
DK-12985,2026-05-05,4,1383.72,59,1.0,303.32000000000005,0
DK-13090,2026-02-21,4,1440.015,132,3.0,1210.542,0
DK-13150,2023-12-05,1,433.56000000000006,941,1.0,364.27199999999993,0
DK-13225,2026-06-29,8,4788.93,4,1.0,13.464000000000002,0
DK-13375,2025-07-22,5,2798.08,346,3.0,520.406,0
DL-12865,2026-01-19,7,1490.818,165,1.0,12.294,0
DL-12925,2024-10-12,5,3196.2999999999997,629,1.0,75.9,0
DL-13315,2026-01-03,6,975.6080000000001,181,2.0,482.65,0
DL-13330,2025-10-28,3,543.6500000000001,248,1.0,41.37,0
DL-13495,2026-04-30,5,1478.4399999999998,64,3.0,2060.882,0
DM-12955,2025-09-29,6,1240.4660000000001,277,1.0,81.568,0
DM-13015,2025-09-05,4,4838.994,301,3.0,1506.1090000000002,0
DM-13345,2026-04-08,7,3830.888,86,1.0,243.58400000000003,0
DM-13525,2025-09-05,3,1376.792,301,0.0,0.0,1
DN-13690,2026-05-27,7,2139.79,37,0.0,0.0,1
DO-13435,2026-06-26,8,1197.3115,7,1.0,102.72,0
DO-13645,2024-11-07,2,464.63,603,7.0,1578.666,0
DP-13000,2026-05-14,8,985.676,50,1.0,64.96,0
DP-13105,2026-04-13,5,1971.12,81,3.0,243.882,0
DP-13165,2024-10-10,2,1058.616,631,0.0,0.0,1
DP-13390,2026-01-06,9,5480.724000000001,178,0.0,0.0,1
DR-12880,2026-06-29,7,3378.6059999999998,4,2.0,3149.4280000000003,0
DR-12940,2025-11-29,6,7861.838000000001,216,2.0,489.03,0
DS-13030,2026-04-04,3,1226.949,90,1.0,535.264,0
DS-13180,2026-03-31,8,2862.7088,94,1.0,19.104000000000003,0
DV-13045,2026-06-30,3,57.12,3,2.0,1062.363,0
DV-13465,2026-06-11,5,2321.324,22,1.0,1020.2630000000001,0
DW-13195,2025-11-20,4,876.346,225,2.0,204.405,0
DW-13480,2026-05-27,5,5271.628,37,0.0,0.0,1
DW-13540,2026-03-06,3,172.64800000000002,119,2.0,171.432,0
DW-13585,2026-05-02,7,1204.854,62,0.0,0.0,1
Dl-13600,2026-06-08,4,740.53,25,1.0,15.072000000000005,0
Dp-13240,2026-06-15,6,3312.89,18,5.0,3885.8709999999996,0
EA-14035,2026-04-30,12,2791.889,64,1.0,54.816,0
EB-13705,2026-05-08,7,2679.286,56,2.0,965.692,0
EB-13750,2026-04-16,8,2820.314,78,2.0,416.0,0
EB-13840,2025-12-04,4,3714.6079999999997,211,1.0,643.52,0
EB-13870,2026-03-10,9,2765.311,115,1.0,1.9080000000000004,0
EB-13930,2025-10-22,4,418.25600000000003,254,1.0,526.3439999999999,0
EB-13975,2025-10-10,3,1608.631,266,1.0,34.623999999999995,0
EB-14110,2025-11-14,5,2812.598,231,1.0,258.528,0
EB-14170,2025-11-05,5,1175.51,240,1.0,10.816,0
EC-14050,2026-03-23,3,330.234,102,2.0,131.68,0
ED-13885,2026-02-19,7,3341.112,134,1.0,143.808,0
EG-13900,2026-03-31,3,1376.516,94,2.0,455.504,0
EH-13765,2026-01-22,11,8952.396,162,1.0,1358.484,0
EH-13945,2026-05-27,8,684.171,37,0.0,0.0,1
EH-13990,2025-11-20,6,825.95,225,0.0,0.0,1
EH-14005,2026-06-04,4,717.428,29,3.0,502.10200000000003,0
EH-14125,2026-06-21,12,3082.619,12,2.0,60.864000000000004,0
EH-14185,2025-12-30,5,903.34,185,1.0,20.544000000000004,0
EJ-13720,2026-03-03,4,2162.174,122,0.0,0.0,1
EJ-14155,2026-05-14,3,2192.0910000000003,50,2.0,464.6,0
EK-13795,2024-12-19,3,1280.118,561,1.0,23.36,0
EL-13735,2025-04-22,1,86.62,437,1.0,37.66,0
EM-13810,2025-03-04,4,2526.7200000000003,486,1.0,40.29,0
EM-13825,2026-05-02,6,739.15,62,2.0,1600.4479999999999,0
EM-13960,2024-12-28,4,747.1640000000001,552,1.0,186.54,0
EM-14065,2026-06-04,3,217.78,29,1.0,11.21,0
EM-14095,2025-11-07,3,975.9220000000001,238,1.0,65.12,0
EM-14140,2025-12-27,5,3616.3559999999998,188,1.0,972.08,0
EM-14200,2026-03-26,2,68.706,99,1.0,298.116,0
EN-13780,2026-03-18,4,2199.366,107,0.0,0.0,1
EP-13915,2026-03-03,10,4155.5428,122,7.0,1322.518,0
ER-13855,2025-11-04,3,1245.788,241,0.0,0.0,1
ES-14020,2025-06-11,3,389.106,387,2.0,3121.3520000000003,0
ES-14080,2026-02-24,7,4391.392,129,2.0,266.532,0
FA-14230,2025-11-20,6,1618.574,225,1.0,1365.48,0
FC-14245,2026-03-06,5,3026.838,119,2.0,391.904,0
FC-14335,2026-06-29,7,3889.366,4,0.0,0.0,1
FG-14260,2026-05-05,6,1487.76,59,5.0,637.024,0
FH-14275,2026-07-03,7,2517.204,0,3.0,1739.0680000000002,0
FH-14350,2026-06-01,4,2271.284,32,0.0,0.0,1
FH-14365,2025-12-01,4,6506.072000000001,214,4.0,481.124,0
FM-14215,2026-04-29,9,2274.688,65,1.0,181.95,0
FM-14290,2026-07-03,6,2033.4679999999998,0,3.0,1702.73,0
FM-14380,2026-06-25,9,2526.194,8,2.0,205.80200000000002,0
FO-14305,2026-06-19,8,2634.0860000000002,14,2.0,44.352000000000004,0
FP-14320,2025-12-26,6,3664.49,189,2.0,382.256,0
FW-14395,2026-01-02,3,79.75,182,0.0,0.0,1
GA-14515,2026-06-24,7,3819.9060000000004,9,1.0,99.87,0
GA-14725,2026-03-12,8,894.13,113,3.0,504.252,0
GB-14530,2026-04-01,10,1521.48,93,1.0,46.96,0
GB-14575,2026-01-28,4,4171.907999999999,156,1.0,544.38,0
GD-14590,2026-06-03,3,1884.214,30,1.0,3.856,0
GG-14650,2026-04-23,7,2155.758,71,4.0,6428.334000000001,0
GH-14410,2026-06-30,8,2219.482,3,1.0,599.9850000000001,0
GH-14425,2024-12-11,3,4061.056,569,1.0,111.79,0
GH-14485,2025-12-08,2,1361.2440000000004,207,0.0,0.0,1
GH-14665,2024-11-17,1,40.92,593,1.0,106.0208,0
GK-14620,2025-12-25,8,6487.414000000001,190,1.0,9.856000000000002,0
GM-14440,2026-04-22,5,3376.936,72,2.0,205.88400000000001,0
GM-14455,2025-04-19,4,1718.4660000000001,440,2.0,1360.1580000000001,0
GM-14500,2025-06-26,7,879.7379999999999,372,3.0,375.944,0
GM-14680,2025-10-01,5,2878.052,275,1.0,285.576,0
GM-14695,2025-09-20,2,4727.614,286,1.0,1322.352,0
GP-14740,2024-11-26,2,236.53000000000003,584,0.0,0.0,1
GR-14560,2023-11-21,2,1284.38,955,0.0,0.0,1
GT-14635,2024-11-05,2,1183.792,605,1.0,8167.419999999999,0
GT-14710,2026-06-27,9,11721.776000000002,6,2.0,98.34400000000001,0
GT-14755,2026-05-29,3,192.86800000000002,35,1.0,33.56799999999999,0
GW-14605,2025-10-21,5,1467.273,255,2.0,721.7460000000001,0
GZ-14470,2026-05-06,7,3827.62,58,2.0,527.53,0
GZ-14545,2026-06-10,7,516.808,23,1.0,2012.3020000000001,0
HA-14905,2025-09-20,5,1284.044,286,2.0,879.256,0
HA-14920,2025-10-13,6,2538.886,263,2.0,45.272000000000006,0
HD-14785,2024-11-22,3,251.35999999999999,588,0.0,0.0,1
HE-14800,2025-12-05,2,284.582,210,2.0,598.95,0
HF-14995,2025-11-27,6,2489.3140000000003,218,1.0,43.85,0
HG-14845,2026-03-20,3,403.08000000000004,105,2.0,382.548,0
HG-14965,2026-03-31,10,1092.58,94,2.0,2155.062,0
HG-15025,2026-06-12,5,3382.1440000000002,21,2.0,308.14,0
HH-15010,2023-08-29,1,123.28,1039,1.0,95.388,0
HJ-14875,2025-11-25,4,304.38,220,1.0,53.72,0
HK-14890,2026-06-03,7,4822.888,30,1.0,54.89600000000001,0
HL-15040,2025-10-03,4,2350.748,273,2.0,10522.55,0
HM-14860,2026-04-14,6,7752.7828,80,4.0,483.98199999999997,0
HM-14980,2026-04-27,4,736.276,67,0.0,0.0,1
HO-15230,2023-12-30,1,3.024,916,1.0,3.024,0
HO-15231,2026-03-16,2,620.24,109,0.0,0.0,1
HO-15232,2026-03-16,2,140.928,109,0.0,0.0,1
HO-15233,2026-03-16,2,39.36,109,0.0,0.0,1
HO-15234,2026-03-16,2,281.34000000000003,109,0.0,0.0,1
HP-14815,2026-01-23,6,678.942,161,1.0,1311.372,0
HR-14770,2026-04-07,4,1287.48,87,1.0,11.808,0
HR-14830,2026-03-24,6,2848.827,101,1.0,2399.96,0
HW-14935,2026-06-01,6,6110.348,32,2.0,3189.906,0
HZ-14950,2026-05-29,2,87.304,35,3.0,799.216,0
IG-15085,2025-06-17,3,545.404,381,1.0,199.17000000000004,0
IL-15100,2025-09-04,6,3394.866,302,1.0,1645.8700000000003,0
IM-15055,2025-11-16,3,2872.6300000000006,229,0.0,0.0,1
IM-15070,2025-12-05,7,4930.474,210,0.0,0.0,1
JA-15970,2026-05-15,5,1505.241,49,3.0,4985.785000000001,0
JB-15400,2025-07-23,7,956.6469999999999,345,5.0,873.838,0
JB-15925,2024-12-24,3,900.552,556,0.0,0.0,1
JB-16000,2026-03-13,3,222.76600000000002,112,4.0,421.35279999999995,0
JB-16045,2025-12-08,4,2490.655,207,1.0,27.46,0
JC-15340,2025-12-13,3,23.323,202,1.0,47.94,0
JC-15775,2026-06-30,8,2294.963,3,1.0,477.0920000000001,0
JC-16105,2024-09-03,3,703.2660000000001,668,2.0,155.31,0
JD-15790,2026-06-02,4,2112.2560000000003,31,1.0,40.096000000000004,0
JD-15895,2025-12-01,11,7610.8640000000005,214,0.0,0.0,1
JD-16015,2026-05-15,4,224.00000000000003,49,2.0,161.43000000000004,0
JD-16060,2026-03-05,3,695.442,120,0.0,0.0,1
JD-16150,2026-03-25,7,6306.5505,100,1.0,2521.4799999999996,0
JE-15475,2026-06-20,6,1388.682,13,0.0,0.0,1
JE-15610,2026-03-31,4,6779.558,94,3.0,975.418,0
JE-15715,2026-06-15,9,9676.443000000001,18,3.0,785.016,0
JE-15745,2026-06-16,11,5986.785,17,2.0,774.0300000000001,0
JE-16165,2025-12-05,1,2657.81,210,2.0,39.438,0
JF-15190,2026-04-02,5,1265.434,92,2.0,1014.152,0
JF-15295,2026-05-19,5,955.124,45,0.0,0.0,1
JF-15355,2026-04-23,4,1748.334,71,2.0,163.51,0
JF-15415,2024-10-25,4,416.716,616,2.0,1954.732,0
JF-15490,2026-05-06,10,1063.798,58,1.0,19.12,0
JF-15565,2025-10-21,7,3366.964,255,1.0,831.3680000000002,0
JG-15115,2024-12-03,3,2358.676,577,0.0,0.0,1
JG-15160,2026-05-27,9,5572.607999999999,37,2.0,793.784,0
JG-15310,2025-07-21,3,969.9739999999998,347,3.0,1270.606,0
JG-15805,2026-05-21,6,1507.018,43,0.0,0.0,1
JH-15430,2023-02-24,1,55.672000000000004,1225,3.0,253.609,0
JH-15820,2026-01-27,5,299.99,157,1.0,228.92,0
JH-15910,2026-05-28,6,740.402,36,1.0,219.075,0
JH-15985,2025-11-05,5,7578.898000000001,240,1.0,376.1,0
JH-16180,2025-11-21,4,2256.3940000000002,224,0.0,0.0,1
JJ-15445,2025-09-03,5,709.178,303,0.0,0.0,1
JJ-15760,2024-12-08,2,195.0,572,0.0,0.0,1
JK-15205,2025-10-01,4,2433.37,275,1.0,1993.772,0
JK-15325,2026-03-18,3,383.812,107,0.0,0.0,1
JK-15370,2025-11-25,5,2280.382,220,3.0,429.25000000000006,0
JK-15625,2024-12-25,6,2848.208,555,1.0,911.82,0
JK-15640,2026-07-03,9,4760.434,0,0.0,0.0,1
JK-15730,2026-06-22,7,4525.994,11,3.0,341.206,0
JK-16090,2024-04-21,1,893.0899999999999,803,2.0,2854.578,0
JK-16120,2026-05-11,9,2902.1000000000004,53,1.0,30.384,0
JL-15130,2026-04-28,5,124.608,66,1.0,1090.348,0
JL-15175,2025-06-16,3,710.939,382,2.0,860.5840000000001,0
JL-15235,2026-04-28,4,1948.4520000000002,66,1.0,255.248,0
JL-15505,2026-05-25,4,585.0600000000001,39,2.0,2588.814,0
JL-15835,2026-03-25,7,4781.453,100,4.0,5018.47,0
JL-15850,2025-04-25,6,2725.2560000000003,434,0.0,0.0,1
JM-15250,2026-04-21,3,2362.33,73,3.0,796.792,0
JM-15265,2025-12-11,4,1487.826,204,1.0,316.32,0
JM-15535,2026-04-17,7,2029.303,77,2.0,40.760000000000005,0
JM-15580,2025-09-08,4,300.92400000000004,298,1.0,3.024,0
JM-15655,2025-12-12,3,476.431,203,2.0,388.51599999999996,0
JM-15865,2026-05-16,6,7458.636,48,1.0,166.44,0
JM-16195,2025-11-14,7,2068.074,231,3.0,765.8519999999999,0
JO-15145,2026-01-16,7,2584.076,168,2.0,670.8729999999999,0
JO-15280,2025-04-19,5,1690.3519999999999,440,1.0,243.92,0
JO-15550,2026-05-29,5,1090.838,35,0.0,0.0,1
JP-11135,2025-12-10,3,316.96000000000004,205,2.0,198.24,0
JP-15460,2026-02-13,6,1420.654,140,1.0,248.481,0
JP-15520,2025-09-04,5,1811.41,302,2.0,1824.1840000000002,0
JP-16135,2026-05-12,8,1672.31,52,1.0,35.4,0
JR-15670,2025-05-16,2,1156.658,413,0.0,0.0,1
JR-16210,2025-04-10,3,847.8540000000002,449,2.0,1353.832,0
JS-13215,2025-09-26,1,9.99,280,1.0,9.99,0
